StartupID,StartupName,Founders,FoundedYear,City,Sector,FundingStage,FundingAmount,Status
56,Startup_56,Founder_110,2016,Mumbai,Technology,Series B,9389224,Active
57,Startup_57,Founder_451,2007,Mumbai,E-Commerce,Series A,1118939,Acquired
58,Startup_58,Founder_361,2009,Hyderabad,Healthcare,Seed,185076,Acquired
59,Startup_59,Founder_154,2021,Bangalore,Technology,Series B,2968285,Active
60,Startup_60,Founder_381,2017,Bangalore,E-Commerce,Series B,7073680,Active
61,Startup_61,Founder_368,2010,Bangalore,Healthcare,Series B,6239678,Acquired
62,Startup_62,Founder_129,2001,Bangalore,Healthcare,Series C,28567695,Active
63,Startup_63,Founder_2,2010,Chennai,Technology,Series B,3355447,Closed
64,Startup_64,Founder_227,2017,Chennai,E-Commerce,Seed,39327,Active
65,Startup_65,Founder_484,2022,Bangalore,FinTech,Seed,106787,Acquired
66,Startup_66,Founder_283,2004,Delhi,Technology,Seed,90808,Active
67,Startup_67,Founder_461,2001,Mumbai,Technology,Series A,1598660,Active
68,Startup_68,Founder_182,2017,Mumbai,Healthcare,Series A,696474,Active
69,Startup_69,Founder_500,2005,Mumbai,Technology,Series A,1744687,Active
70,Startup_70,Founder_401,2013,Hyderabad,Education,Series A,759532,Active
71,Startup_71,Founder_404,2022,Bangalore,E-Commerce,Seed,133388,Active
72,Startup_72,Founder_103,2014,Mumbai,E-Commerce,Series A,667504,Active
73,Startup_73,Founder_338,2006,Mumbai,E-Commerce,Series B,9250718,Active
74,Startup_74,Founder_496,2008,Mumbai,Healthcare,Series C,45984828,Active
75,Startup_75,Founder_481,2000,Bangalore,E-Commerce,Series A,1417584,Active
76,Startup_76,Founder_20,2003,Hyderabad,FinTech,Series B,8111478,Active
77,Startup_77,Founder_224,2019,Delhi,Technology,Series C,48694168,Active
78,Startup_78,Founder_131,2001,Chennai,FinTech,Seed,146293,Acquired
79,Startup_79,Founder_352,2023,Chennai,Education,Series A,963827,Active
80,Startup_80,Founder_36,2021,Mumbai,Healthcare,Series B,7564897,Active
81,Startup_81,Founder_369,2009,Delhi,E-Commerce,Series C,31889764,Active
82,Startup_82,Founder_357,2009,Delhi,Technology,Series A,1081739,Closed
83,Startup_83,Founder_482,2012,Hyderabad,Education,Series A,1490828,Acquired
84,Startup_84,Founder_155,2012,Delhi,Technology,Series B,4406806,Active
85,Startup_85,Founder_221,2018,Hyderabad,Healthcare,Series B,5900603,Active
86,Startup_86,Founder_227,2021,Bangalore,FinTech,Series C,21387796,Closed
87,Startup_87,Founder_44,2009,Delhi,Healthcare,Series B,2783388,IPO
88,Startup_88,Founder_121,2021,Mumbai,Technology,Series A,509023,Active
89,Startup_89,Founder_24,2007,Delhi,Healthcare,Seed,129384,Active
90,Startup_90,Founder_454,2020,Delhi,Technology,Series C,43177090,Active
91,Startup_91,Founder_125,2004,Hyderabad,Healthcare,Seed,37941,IPO
92,Startup_92,Founder_218,2007,Bangalore,Healthcare,Series C,13370098,Acquired
93,Startup_93,Founder_128,2003,Delhi,Technology,Series C,45643657,Acquired
94,Startup_94,Founder_305,2010,Chennai,FinTech,Series C,46767064,Active
95,Startup_95,Founder_460,2005,Chennai,FinTech,Series C,27394050,IPO
96,Startup_96,Founder_127,2020,Mumbai,Education,Series C,26055518,Active
97,Startup_97,Founder_226,2002,Chennai,E-Commerce,Series A,769827,Active
98,Startup_98,Founder_164,2017,Bangalore,Technology,Series A,684990,Active
99,Startup_99,Founder_356,2004,Chennai,Technology,Seed,118755,Active
100,Startup_100,Founder_170,2017,Delhi,E-Commerce,Seed,64220,Active
101,Startup_101,Founder_200,2018,Hyderabad,Technology,Series C,42009568,Active
102,Startup_102,Founder_483,2011,Mumbai,Education,Series C,38120042,Acquired
103,Startup_103,Founder_383,2023,Delhi,Healthcare,Series A,1223891,Active
104,Startup_104,Founder_140,2013,Delhi,Technology,Series C,32557271,Closed
105,Startup_105,Founder_348,2012,Chennai,Technology,Series C,18564956,Closed
106,Startup_106,Founder_274,2000,Mumbai,Healthcare,Seed,32006,Closed
107,Startup_107,Founder_220,2004,Delhi,Technology,Seed,78198,Active
108,Startup_108,Founder_168,2006,Delhi,E-Commerce,Series B,8385657,Active
109,Startup_109,Founder_143,2013,Mumbai,Technology,Series C,11300790,IPO
110,Startup_110,Founder_277,2001,Mumbai,Technology,Seed,180853,Active
111,Startup_111,Founder_387,2000,Mumbai,Technology,Seed,172879,Active
112,Startup_112,Founder_123,2004,Delhi,Healthcare,Seed,157841,Active
113,Startup_113,Founder_239,2022,Mumbai,Education,Series B,3407517,Closed
114,Startup_114,Founder_311,2023,Chennai,Technology,Series A,852295,Active
115,Startup_115,Founder_297,2000,Mumbai,FinTech,Series C,36619028,Closed
116,Startup_116,Founder_102,2002,Hyderabad,Healthcare,Series A,413702,Closed
117,Startup_117,Founder_396,2009,Hyderabad,Healthcare,Seed,158355,Active
118,Startup_118,Founder_178,2017,Mumbai,Healthcare,Series B,2578451,Acquired
119,Startup_119,Founder_332,2010,Bangalore,E-Commerce,Series C,17082593,Active
120,Startup_120,Founder_492,2011,Hyderabad,FinTech,Series A,1113282,Active
121,Startup_121,Founder_376,2016,Hyderabad,E-Commerce,Series C,41197150,Active
122,Startup_122,Founder_423,2023,Hyderabad,E-Commerce,Series B,9144687,Active
123,Startup_123,Founder_426,2002,Mumbai,FinTech,Series A,1773862,Active
124,Startup_124,Founder_292,2019,Hyderabad,E-Commerce,Series B,2240753,Acquired
125,Startup_125,Founder_436,2010,Bangalore,FinTech,Series A,944121,Active
126,Startup_126,Founder_175,2008,Hyderabad,Healthcare,Series B,6662313,Active
127,Startup_127,Founder_265,2006,Bangalore,E-Commerce,Series C,42787904,Acquired
128,Startup_128,Founder_389,2007,Hyderabad,FinTech,Series C,40076484,Active
129,Startup_129,Founder_48,2009,Bangalore,E-Commerce,Series A,842160,Closed
130,Startup_130,Founder_298,2011,Delhi,FinTech,Series B,5569384,IPO
131,Startup_131,Founder_282,2010,Mumbai,Healthcare,Series C,28180893,Active
132,Startup_132,Founder_129,2007,Bangalore,Education,Series A,861752,Active
133,Startup_133,Founder_381,2017,Chennai,Healthcare,Series A,601690,Active
134,Startup_134,Founder_379,2015,Mumbai,Education,Series B,2843274,Active
135,Startup_135,Founder_152,2007,Mumbai,Technology,Series B,2118685,Closed
136,Startup_136,Founder_274,2004,Mumbai,Technology,Seed,155059,Active
137,Startup_137,Founder_358,2004,Hyderabad,Education,Series C,16884540,Active
138,Startup_138,Founder_294,2009,Delhi,FinTech,Series C,32864388,Active
139,Startup_139,Founder_495,2001,Mumbai,FinTech,Seed,27129,Active
140,Startup_140,Founder_252,2002,Delhi,Healthcare,Seed,49774,Active
141,Startup_141,Founder_416,2018,Mumbai,Technology,Series A,448410,Acquired
142,Startup_142,Founder_392,2013,Hyderabad,Healthcare,Series A,1826747,Acquired
143,Startup_143,Founder_195,2014,Delhi,E-Commerce,Series C,30493721,Acquired
144,Startup_144,Founder_318,2001,Hyderabad,Education,Seed,64470,Closed
145,Startup_145,Founder_109,2008,Hyderabad,Technology,Series A,703033,Active
146,Startup_146,Founder_283,2002,Bangalore,Technology,Series C,40232791,Closed
147,Startup_147,Founder_305,2015,Mumbai,Technology,Series A,804199,Closed
148,Startup_148,Founder_145,2022,Delhi,Technology,Series A,754811,Closed
149,Startup_149,Founder_302,2021,Bangalore,E-Commerce,Seed,152753,Active
150,Startup_150,Founder_332,2004,Mumbai,Technology,Seed,25633,Active
151,Startup_151,Founder_406,2009,Hyderabad,Education,Series B,5683886,Active
152,Startup_152,Founder_240,2022,Mumbai,Healthcare,Series C,28270132,Acquired
153,Startup_153,Founder_277,2015,Delhi,Technology,Seed,123253,Closed
154,Startup_154,Founder_166,2019,Mumbai,Technology,Seed,70011,Closed
155,Startup_155,Founder_429,2018,Hyderabad,Technology,Series B,6833910,Active
156,Startup_156,Founder_391,2005,Delhi,FinTech,Series C,28666771,Active
157,Startup_157,Founder_300,2013,Hyderabad,FinTech,Seed,133210,Active
158,Startup_158,Founder_210,2010,Mumbai,Healthcare,Seed,52159,Active
159,Startup_159,Founder_211,2022,Delhi,E-Commerce,Series C,46916358,Active
160,Startup_160,Founder_233,2002,Mumbai,E-Commerce,Series B,2972420,IPO
161,Startup_161,Founder_207,2016,Bangalore,Healthcare,Series C,37732575,Active
162,Startup_162,Founder_97,2016,Mumbai,Healthcare,Series C,39664866,IPO
163,Startup_163,Founder_27,2006,Mumbai,FinTech,Series A,804040,Active
164,Startup_164,Founder_451,2022,Delhi,Technology,Seed,175156,Closed
165,Startup_165,Founder_410,2007,Chennai,Technology,Series B,6620772,Active
166,Startup_166,Founder_283,2013,Bangalore,Technology,Seed,130965,Active
167,Startup_167,Founder_332,2004,Delhi,Education,Series B,6268727,Closed
168,Startup_168,Founder_140,2013,Delhi,FinTech,Series A,1157950,Acquired
169,Startup_169,Founder_75,2012,Bangalore,Healthcare,Series A,346402,Active
170,Startup_170,Founder_396,2013,Mumbai,FinTech,Series B,8883267,Active
171,Startup_171,Founder_145,2023,Mumbai,Healthcare,Series C,19972069,Active
172,Startup_172,Founder_276,2015,Mumbai,E-Commerce,Series C,40557659,Active
173,Startup_173,Founder_446,2006,Hyderabad,E-Commerce,Series C,25674110,IPO
174,Startup_174,Founder_211,2001,Mumbai,Education,Series C,35583989,Active
175,Startup_175,Founder_340,2020,Bangalore,FinTech,Seed,43094,Acquired
176,Startup_176,Founder_495,2018,Mumbai,Technology,Series C,16691538,Acquired
177,Startup_177,Founder_467,2014,Bangalore,Education,Series A,1059787,Closed
178,Startup_178,Founder_497,2004,Bangalore,FinTech,Series B,4840057,Closed
179,Startup_179,Founder_355,2012,Hyderabad,Technology,Series B,9149957,Closed
180,Startup_180,Founder_440,2017,Mumbai,E-Commerce,Series C,46306970,Active
181,Startup_181,Founder_317,2002,Mumbai,Healthcare,Series B,3908293,IPO
182,Startup_182,Founder_47,2013,Bangalore,Education,Seed,126307,Active
183,Startup_183,Founder_356,2009,Bangalore,Technology,Series B,8678535,Active
184,Startup_184,Founder_151,2011,Mumbai,FinTech,Series A,712119,Acquired
185,Startup_185,Founder_211,2018,Hyderabad,Technology,Series A,567147,Active
186,Startup_186,Founder_313,2012,Hyderabad,Healthcare,Series A,1243683,Acquired
187,Startup_187,Founder_74,2007,Delhi,Healthcare,Series B,5855156,Active
188,Startup_188,Founder_342,2000,Delhi,E-Commerce,Series A,354899,Active
189,Startup_189,Founder_484,2011,Hyderabad,E-Commerce,Series C,26783807,Active
190,Startup_190,Founder_433,2009,Bangalore,E-Commerce,Series C,17157379,Active
191,Startup_191,Founder_196,2018,Mumbai,FinTech,Series B,7865978,Active
192,Startup_192,Founder_12,2021,Mumbai,E-Commerce,Seed,158354,Closed
193,Startup_193,Founder_399,2023,Bangalore,Healthcare,Series C,29206164,IPO
194,Startup_194,Founder_410,2007,Hyderabad,E-Commerce,Series A,1535084,Active
195,Startup_195,Founder_318,2008,Hyderabad,Education,Series A,1517531,Active
196,Startup_196,Founder_463,2020,Hyderabad,Technology,Series B,8615344,Active
197,Startup_197,Founder_18,2018,Mumbai,Education,Series A,389023,Active
198,Startup_198,Founder_168,2023,Mumbai,Technology,Series A,477159,Acquired
199,Startup_199,Founder_449,2011,Delhi,FinTech,Series B,8966509,Active
200,Startup_200,Founder_132,2015,Mumbai,Education,Series B,8746391,Active
201,Startup_201,Founder_240,2002,Bangalore,Education,Series A,1618353,Closed
202,Startup_202,Founder_346,2012,Delhi,E-Commerce,Seed,113435,Active
203,Startup_203,Founder_136,2017,Bangalore,FinTech,Series B,7644093,IPO
204,Startup_204,Founder_345,2008,Delhi,E-Commerce,Series B,2908872,Closed
205,Startup_205,Founder_120,2015,Bangalore,Healthcare,Series B,9677723,Closed
206,Startup_206,Founder_114,2020,Bangalore,Healthcare,Series C,30279639,Closed
207,Startup_207,Founder_210,2003,Bangalore,Technology,Seed,89787,Acquired
208,Startup_208,Founder_60,2003,Mumbai,FinTech,Series A,1015049,Active
209,Startup_209,Founder_190,2021,Chennai,Healthcare,Series C,49415743,IPO
210,Startup_210,Founder_373,2004,Mumbai,Healthcare,Seed,138279,Closed
211,Startup_211,Founder_209,2008,Bangalore,Healthcare,Series B,3822590,Active
212,Startup_212,Founder_228,2007,Mumbai,Technology,Series B,6567310,Closed
213,Startup_213,Founder_184,2001,Mumbai,E-Commerce,Series A,456187,Active
214,Startup_214,Founder_47,2021,Bangalore,Healthcare,Seed,23258,Active
215,Startup_215,Founder_125,2004,Delhi,Technology,Seed,155282,Active
216,Startup_216,Founder_301,2006,Bangalore,E-Commerce,Series A,1853905,Closed
217,Startup_217,Founder_2,2008,Bangalore,Technology,Series B,8698419,Active
218,Startup_218,Founder_57,2021,Bangalore,Technology,Seed,103911,Active
219,Startup_219,Founder_302,2010,Bangalore,Technology,Series B,2439554,Active
220,Startup_220,Founder_380,2013,Delhi,Technology,Seed,134845,Active
221,Startup_221,Founder_399,2011,Delhi,Healthcare,Seed,128490,Acquired
222,Startup_222,Founder_114,2019,Bangalore,Education,Series B,5842339,Closed
223,Startup_223,Founder_494,2000,Bangalore,FinTech,Series C,38606738,Closed
224,Startup_224,Founder_56,2015,Chennai,FinTech,Seed,31178,Active
225,Startup_225,Founder_312,2004,Bangalore,Technology,Series B,7237154,Closed
226,Startup_226,Founder_300,2017,Chennai,E-Commerce,Series C,45605066,Active
227,Startup_227,Founder_233,2016,Hyderabad,FinTech,Seed,193967,Active
228,Startup_228,Founder_437,2020,Hyderabad,Education,Series A,1101922,Active
229,Startup_229,Founder_455,2007,Mumbai,E-Commerce,Series C,36758329,Active
230,Startup_230,Founder_374,2003,Mumbai,E-Commerce,Series B,7579329,Active
231,Startup_231,Founder_192,2004,Hyderabad,FinTech,Seed,33914,Active
232,Startup_232,Founder_48,2013,Bangalore,Education,Series B,8809614,Active
233,Startup_233,Founder_285,2001,Hyderabad,FinTech,Series B,7620478,Active
234,Startup_234,Founder_211,2011,Hyderabad,Education,Series C,13452487,Active
235,Startup_235,Founder_308,2009,Mumbai,Technology,Series A,524492,Closed
236,Startup_236,Founder_247,2007,Bangalore,E-Commerce,Series B,2963727,IPO
237,Startup_237,Founder_143,2018,Bangalore,E-Commerce,Seed,169644,Closed
238,Startup_238,Founder_425,2022,Mumbai,Technology,Series A,773089,Closed
239,Startup_239,Founder_391,2009,Mumbai,E-Commerce,Seed,57554,Active
240,Startup_240,Founder_290,2021,Mumbai,Technology,Series A,1753924,Closed
241,Startup_241,Founder_498,2000,Bangalore,Education,Series A,988936,Active
242,Startup_242,Founder_233,2010,Bangalore,E-Commerce,Series B,8053185,Active
243,Startup_243,Founder_398,2018,Hyderabad,Technology,Seed,50784,Active
244,Startup_244,Founder_387,2019,Bangalore,Healthcare,Seed,81330,Active
245,Startup_245,Founder_339,2013,Delhi,Healthcare,Series C,37795400,Active
246,Startup_246,Founder_111,2016,Bangalore,E-Commerce,Series C,17441686,Active
247,Startup_247,Founder_348,2021,Hyderabad,FinTech,Series B,2380988,Active
248,Startup_248,Founder_203,2019,Bangalore,Technology,Series A,832122,Active
249,Startup_249,Founder_393,2004,Chennai,E-Commerce,Series B,4752489,Active
250,Startup_250,Founder_4,2015,Chennai,FinTech,Series A,470922,Active
251,Startup_251,Founder_273,2022,Bangalore,FinTech,Series B,2604613,Active
252,Startup_252,Founder_442,2023,Bangalore,FinTech,Seed,130521,Active
253,Startup_253,Founder_442,2010,Delhi,E-Commerce,Series C,38030967,Active
254,Startup_254,Founder_59,2012,Bangalore,E-Commerce,Series A,1880494,Closed
255,Startup_255,Founder_236,2022,Mumbai,Technology,Series C,17104354,Active
256,Startup_256,Founder_224,2018,Mumbai,FinTech,Seed,113747,Active
257,Startup_257,Founder_382,2010,Bangalore,E-Commerce,Series A,360179,Acquired
258,Startup_258,Founder_325,2003,Delhi,FinTech,Series A,1827868,Active
259,Startup_259,Founder_180,2023,Hyderabad,Technology,Series A,415596,Active
260,Startup_260,Founder_132,2006,Bangalore,Healthcare,Series A,1794287,IPO
261,Startup_261,Founder_336,2002,Bangalore,Education,Series C,41135363,IPO
262,Startup_262,Founder_289,2018,Delhi,Healthcare,Series B,9249828,Closed
263,Startup_263,Founder_162,2004,Delhi,Technology,Series C,39676080,Closed
264,Startup_264,Founder_156,2008,Hyderabad,Technology,Series B,6255850,Active
265,Startup_265,Founder_159,2014,Delhi,Technology,Seed,106662,Active
266,Startup_266,Founder_40,2020,Bangalore,Healthcare,Series C,41052053,Acquired
267,Startup_267,Founder_284,2023,Bangalore,FinTech,Series A,874290,Closed
268,Startup_268,Founder_244,2016,Bangalore,Technology,Series C,16945893,Active
269,Startup_269,Founder_366,2002,Delhi,Healthcare,Series A,282086,Active
270,Startup_270,Founder_363,2014,Delhi,FinTech,Series A,963149,Active
271,Startup_271,Founder_470,2009,Mumbai,E-Commerce,Series B,7695006,Closed
272,Startup_272,Founder_27,2020,Hyderabad,E-Commerce,Seed,96426,Active
273,Startup_273,Founder_286,2021,Mumbai,E-Commerce,Series B,8071117,Closed
274,Startup_274,Founder_494,2019,Bangalore,E-Commerce,Seed,162761,Closed
275,Startup_275,Founder_73,2011,Mumbai,Healthcare,Series C,18653799,Closed
276,Startup_276,Founder_363,2002,Mumbai,FinTech,Series C,32043688,Active
277,Startup_277,Founder_344,2022,Chennai,Healthcare,Seed,179351,Closed
278,Startup_278,Founder_217,2016,Mumbai,Technology,Series B,4590956,Active
279,Startup_279,Founder_487,2006,Mumbai,Education,Series C,22885253,Active
280,Startup_280,Founder_71,2004,Bangalore,E-Commerce,Seed,143087,IPO
281,Startup_281,Founder_277,2023,Delhi,Technology,Series B,9351715,IPO
282,Startup_282,Founder_317,2004,Hyderabad,E-Commerce,Series A,540257,Active
283,Startup_283,Founder_426,2022,Chennai,Healthcare,Series A,1712430,Active
284,Startup_284,Founder_23,2013,Mumbai,Healthcare,Series A,1131552,Closed
285,Startup_285,Founder_146,2023,Delhi,Technology,Series A,849001,Acquired
286,Startup_286,Founder_463,2006,Mumbai,Healthcare,Series C,40982818,IPO
287,Startup_287,Founder_145,2012,Delhi,FinTech,Series C,20875539,Active
288,Startup_288,Founder_411,2019,Bangalore,E-Commerce,Seed,178081,Acquired
289,Startup_289,Founder_448,2011,Delhi,Technology,Seed,84727,Active
290,Startup_290,Founder_391,2005,Mumbai,FinTech,Series A,1942831,Active
291,Startup_291,Founder_47,2007,Delhi,E-Commerce,Seed,118762,Active
292,Startup_292,Founder_203,2016,Mumbai,E-Commerce,Series C,15476448,Active
293,Startup_293,Founder_115,2000,Mumbai,Technology,Series B,8638581,Active
294,Startup_294,Founder_71,2001,Mumbai,FinTech,Series A,1791405,Closed
295,Startup_295,Founder_241,2014,Hyderabad,Technology,Seed,14981,Active
296,Startup_296,Founder_111,2004,Delhi,Education,Series C,17461623,IPO
297,Startup_297,Founder_148,2007,Mumbai,Technology,Seed,72505,Active
298,Startup_298,Founder_328,2019,Delhi,Technology,Seed,141027,Closed
299,Startup_299,Founder_275,2000,Hyderabad,FinTech,Series A,1706896,Active
300,Startup_300,Founder_150,2013,Bangalore,Healthcare,Series B,4017999,Acquired
301,Startup_301,Founder_214,2005,Hyderabad,Healthcare,Seed,147228,Active
302,Startup_302,Founder_35,2016,Delhi,FinTech,Seed,112355,Acquired
303,Startup_303,Founder_23,2020,Mumbai,E-Commerce,Series B,8268945,Active
304,Startup_304,Founder_183,2002,Mumbai,E-Commerce,Seed,162542,Closed
305,Startup_305,Founder_388,2010,Bangalore,Technology,Series B,6580295,Active
306,Startup_306,Founder_417,2020,Bangalore,Education,Series C,42113683,Closed
307,Startup_307,Founder_94,2004,Bangalore,Education,Series C,12481940,Active
308,Startup_308,Founder_104,2001,Bangalore,Technology,Series B,9829683,Active
309,Startup_309,Founder_264,2012,Delhi,FinTech,Series B,2307197,IPO
310,Startup_310,Founder_332,2006,Mumbai,E-Commerce,Seed,181896,Active
311,Startup_311,Founder_140,2003,Mumbai,FinTech,Series C,39510225,Active
312,Startup_312,Founder_174,2005,Delhi,Healthcare,Series C,34652234,Acquired
313,Startup_313,Founder_137,2002,Chennai,E-Commerce,Seed,122881,Closed
314,Startup_314,Founder_422,2005,Delhi,E-Commerce,Series B,2860653,Active
315,Startup_315,Founder_168,2021,Mumbai,E-Commerce,Series C,38596165,Active
316,Startup_316,Founder_354,2014,Mumbai,FinTech,Seed,102421,Closed
317,Startup_317,Founder_223,2008,Hyderabad,Technology,Seed,185946,Closed
318,Startup_318,Founder_208,2011,Delhi,Education,Series A,265306,Active
319,Startup_319,Founder_435,2019,Hyderabad,FinTech,Seed,43090,Active
320,Startup_320,Founder_121,2020,Mumbai,E-Commerce,Series C,48067143,Active
321,Startup_321,Founder_310,2004,Hyderabad,FinTech,Series B,5120674,Active
322,Startup_322,Founder_391,2002,Delhi,Technology,Series B,5338951,Active
323,Startup_323,Founder_333,2008,Mumbai,Technology,Seed,58771,Acquired
324,Startup_324,Founder_266,2012,Delhi,Technology,Series B,8500873,Active
325,Startup_325,Founder_361,2014,Bangalore,Healthcare,Series B,7821531,Acquired
326,Startup_326,Founder_103,2003,Bangalore,Technology,Series C,21586772,Closed
327,Startup_327,Founder_228,2002,Hyderabad,E-Commerce,Series B,7952057,Active
328,Startup_328,Founder_282,2017,Mumbai,E-Commerce,Series A,1692771,Closed
329,Startup_329,Founder_475,2022,Hyderabad,Technology,Series B,6267752,Active
330,Startup_330,Founder_63,2006,Bangalore,E-Commerce,Series C,11763891,Active
331,Startup_331,Founder_284,2018,Mumbai,FinTech,Series A,1483348,Active
332,Startup_332,Founder_34,2009,Mumbai,Education,Series C,45278838,Active
333,Startup_333,Founder_394,2013,Delhi,Technology,Series A,864855,Closed
334,Startup_334,Founder_38,2014,Delhi,Healthcare,Series B,3076548,IPO
335,Startup_335,Founder_283,2020,Hyderabad,Technology,Series A,1107266,Acquired
336,Startup_336,Founder_467,2001,Bangalore,FinTech,Series A,837795,Active
337,Startup_337,Founder_83,2010,Chennai,Technology,Series B,9948064,Acquired
338,Startup_338,Founder_459,2009,Bangalore,E-Commerce,Series A,1531811,Acquired
339,Startup_339,Founder_141,2004,Hyderabad,E-Commerce,Seed,141746,Closed
340,Startup_340,Founder_87,2018,Delhi,Technology,Series A,1581462,Closed
341,Startup_341,Founder_369,2019,Mumbai,FinTech,Seed,17437,Active
342,Startup_342,Founder_24,2020,Chennai,FinTech,Series B,7462074,Active
343,Startup_343,Founder_393,2018,Mumbai,Healthcare,Seed,140557,Closed
344,Startup_344,Founder_280,2009,Hyderabad,E-Commerce,Series C,26433478,Closed
345,Startup_345,Founder_208,2009,Delhi,Technology,Seed,51439,Active
346,Startup_346,Founder_213,2015,Delhi,Technology,Series B,7089035,Active
347,Startup_347,Founder_161,2022,Mumbai,Education,Series B,5344677,Active
348,Startup_348,Founder_390,2011,Delhi,FinTech,Seed,93654,Active
349,Startup_349,Founder_239,2003,Mumbai,FinTech,Series A,495441,Active
350,Startup_350,Founder_26,2009,Mumbai,Healthcare,Series C,26661136,Active
351,Startup_351,Founder_417,2010,Delhi,Education,Series B,3592443,IPO
352,Startup_352,Founder_82,2015,Delhi,FinTech,Series C,30705801,Acquired
353,Startup_353,Founder_12,2002,Mumbai,FinTech,Series C,26155025,Active
354,Startup_354,Founder_299,2011,Bangalore,Technology,Series B,6151473,Closed
355,Startup_355,Founder_452,2020,Hyderabad,FinTech,Series B,6502088,Active
